,Timestamp,Acc_X,Acc_Y,Acc_Z,AngV_X,AngV_Y,AngV_Z,Mag_X,Mag_Y,Mag_Z,Orin_X,Orin_Y,Orin_Z,Activity
130,2021-10-12 16:48:28.538,-1.294508,-0.843945,10.515483,0.087577,-0.973191,-0.04258,9.34889,-25.463589,8.49358,-154.890786,8.707771,10.826435,drop_and_pickup
131,2021-10-12 16:48:28.588,-3.379223,-2.904859,10.555001,-0.235852,-0.358881,0.4175,9.668471,-25.717049,7.737127,-156.182858,9.237278,9.708128,drop_and_pickup
132,2021-10-12 16:48:28.638,-2.202819,-1.522933,12.423864,0.41483,-0.415381,0.417777,9.294934,-26.061813,7.42399,-157.280206,8.212901,8.856243,drop_and_pickup
133,2021-10-12 16:48:28.688,-1.841321,-1.759292,11.348351,1.065779,0.036928,-0.432081,9.320775,-25.951435,8.076876,-156.108709,5.658572,8.587452,drop_and_pickup
134,2021-10-12 16:48:28.738,-1.601969,-1.401835,10.091265,1.419221,0.665083,-1.199041,10.577192,-24.834087,9.700483,-152.38943,2.300614,10.024312,drop_and_pickup
135,2021-10-12 16:48:28.788,-1.289269,-0.438438,9.270821,1.119807,0.635502,-0.895848,12.18528,-23.134523,11.550493,-148.896361,-0.477069,11.769182,drop_and_pickup
136,2021-10-12 16:48:28.838,-1.011147,-0.415686,8.230634,0.70735,-0.154988,-0.514843,13.185188,-21.861935,12.871761,-146.864872,-2.322093,11.755024,drop_and_pickup
137,2021-10-12 16:48:28.888,-0.825234,0.13487,7.239396,0.190321,-0.570986,-0.787416,13.93716,-21.18642,12.839265,-144.67284,-2.681561,10.396765,drop_and_pickup
138,2021-10-12 16:48:28.938,-0.891696,1.00516,6.86712,-0.238072,-0.644616,-0.594371,15.323622,-20.504488,12.166907,-142.896803,-1.890331,8.60707,drop_and_pickup
139,2021-10-12 16:48:28.988,0.030237,0.969983,5.645959,-0.248175,-0.567927,-0.577526,16.44804,-19.987053,11.107357,-141.374034,-0.929664,6.98145,drop_and_pickup
140,2021-10-12 16:48:29.037,1.605711,2.262395,2.434388,-0.15076,0.342243,-0.170411,17.354242,-19.60281,10.392401,-140.588604,-0.283855,7.216104,drop_and_pickup
141,2021-10-12 16:48:29.087,0.173938,0.304317,1.179098,-0.638038,1.311374,0.624236,17.070061,-19.729567,10.906834,-142.178862,1.093977,10.991398,drop_and_pickup
142,2021-10-12 16:48:29.137,0.040865,0.228575,-0.068857,-0.683568,1.400132,1.278484,14.955036,-20.790121,12.320248,-145.88745,2.250344,15.027235,drop_and_pickup
143,2021-10-12 16:48:29.187,-0.157622,-0.198787,-0.22139,-0.780581,1.89756,1.352725,11.335849,-22.677223,13.285233,-150.29026,5.657159,17.571703,drop_and_pickup
144,2021-10-12 16:48:29.237,-11.991414,-9.56496,38.309385,1.840902,-2.597388,-0.246958,11.195238,-24.081709,10.045183,-149.064763,5.782923,9.322227,drop_and_pickup
145,2021-10-12 16:48:29.287,-1.085094,-0.18292,0.881966,-0.255668,2.829532,0.196982,11.984114,-23.496067,10.292655,-149.587063,5.580786,14.419327,drop_and_pickup
